signature_id,interaction_id,fusion_id,matched_signature_name,signature_score,decision,confidence,matched_components_count,missing_components_count,recommendation
SIG-88007E94,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3408,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-938C97B0,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-1C6A25B0,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-DC6C5CCB,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3146,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-1851131E,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3412,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-C376AFCE,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-4DFF7482,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-1C3D8360,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3142,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-0E22912E,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3415,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-74206F30,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-7563CCE4,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-2DE08046,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3138,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-39FFEF8E,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3419,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-E57DA1C4,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-A65EABE3,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-2C83DAB7,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3134,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-BA212D69,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3423,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-9B386AB7,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-2330AFF5,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B8A131EC,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.313,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-4F2D094B,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3424,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-5D232D3C,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-4F63F8A7,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-45F847A1,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3127,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-3F9B7457,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3425,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-92FB5C5F,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-7AB57AD4,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-3759EBB0,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3124,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-0CF55245,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3425,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-9BBABB49,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-A8BE1FBC,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-D4EEAEAB,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.312,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-D6AE04E0,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3424,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-AD188D98,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-D836886F,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-0A7B5B66,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3117,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-CC68A6BA,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3421,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-933333A9,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-48245E74,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-636A62F6,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3113,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-E05A034C,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3417,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-90315833,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-7E550FDE,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A3D61B3D,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3109,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-FEC4B610,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3412,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-3E564A19,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-0D34115D,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-35CFC7D9,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3106,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-E804805F,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3406,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-B02D95CE,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-45B00A3F,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-60C9CDE9,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3102,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-8FE628C1,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3402,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-6AFB4634,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-7E886C5B,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-43B8B775,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3098,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-E8A2DBCB,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3398,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-F2D29AFA,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-EEB990A8,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B15F7DE2,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3095,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-288CEFA8,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3393,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-FF3AAB8B,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-AA05ED4B,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-23D8C9D7,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3092,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-B0E0E76B,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3388,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-36DA1ACF,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-A00FAD80,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-0802D5C2,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3089,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-07E25122,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3383,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-A8263281,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-B62788EB,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-110FD601,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3086,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-A8667963,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.338,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-BE1998AD,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-F2749818,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A1248B44,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3083,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-8DFCA14C,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3374,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-99ACB829,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-C5D3EB26,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-7A3D67F0,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.308,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-01D7D989,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3368,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-344436EF,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-01A12095,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-BD9E19EE,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3078,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-1729A216,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3357,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-32A59E2A,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-72585A82,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-08825E2D,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-9A4B8810,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3348,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-D94EB5ED,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-DEB59614,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-05CF7A30,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-C668EE2E,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3341,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-D60958D2,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-FD83CD39,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-6F035BC7,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-38474373,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3334,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-6ADC4E66,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-36801864,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-17DCE86B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-2BFD0E4B,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3329,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-624B0E49,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-34F803DD,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-2B9C89D7,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-28AF748F,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3323,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-DC13187C,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-8A6CE2E5,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-D8280691,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-616641F7,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3317,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-20CB8B74,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-D38A35DC,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-691DF065,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-86511F2B,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3311,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-BAA58C8A,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-5FB181E4,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-DBD767B8,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-52A8BBF9,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3307,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-FC3EBA0D,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-73CB13B5,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A003587C,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3076,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-57A06DD0,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.4,Weak Match,0.3302,2,2,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-890A8C9A,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-B5466F1E,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
